text,category,encode_cat
All right. Thank you for coming in.,other,3
"Okay. Well, I'm concerned about the amount that you're drinking currently. It sounds like you're having about 15 to 20 drinks per week, and that's definitely more than what we would recommend and could certainly be contributing to your high blood pressure.",therapist_input,1
"Uh-huh, uh-huh.",other,3
Okay. What do you think is the most you've ever had?,question,0
"Like belonging or sense of community. Again, cultural identity or family, friendship, modesty, religion, respect, self-determination and spirituality. So, when you think about yourself, which of these are kind of most important to you in terms of your life?",therapist_input,1
-what I'm hearing? Yeah.,question,0
"Yeah. So, how confident are you that you could do something similar to these-these friends that you've got?",question,0
"Right. So you can see the links between your weight and your health, and you'd like things to be a bit better.",reflection,2
Mm-hmm. Have you told your mother that you drink with your friends?,question,0
He's got a lot to do.,reflection,2
"Um, many people find that when then- when they are restricting their intake or starting some, uh, ac-activity patterns that are really rigorous, that, um, a piece of their mental health suffers because they start to obsess, um, more than they'd like to be about those things. So, my approach with clients is just a more holistic approach. Looking at certainly some behavior changes that you could make to be more physically active, improve your energy levels.",therapist_input,1
-and reel you in-,reflection,2
"Oh, I understand. Let me ask you this, on a scale from 0 to 10, 0 meaning that there's no way you can do it, and 10 meaning that you're 100% confident that you can do it, how confident are you that you'll be able to reduce the amount of juice you're currently taking in.",therapist_input,1
You trust her back then?,question,0
"-without any alcohol mixed into it. Um, often, having anything in your hand is a good barrier for people who are trying to offer you alcohol, because you already have something in your hand-",therapist_input,1
You want this baby.,reflection,2
Okay. I can email you some information on how to inject in a way that reduces the chance of infection and we also have behavioral health specialists in our clinic who can go over how to reduce harm with you. I bet the syringe exchange has similar resources too.,therapist_input,1
"Okay, so smoking and-and I'm working towards quitting completely sounds like that's a goal for you?",therapist_input,1
"Okay. Yeah, because your-your health really, to me, it's more important than your-your looks. I mean, don't get me wrong, I understand what you're saying, but, you know, it'd be great to get back in those jeans, but—",therapist_input,1
You don't seem too happy about that.,reflection,2
"I know, I-I understand that it was really-- That was your goal. That was a really important thing for you to be able to get home and it sounds like you've been able to really en- enjoy parts of it, and I know you've been going to the- both the physical therapy and the Tai Chi and how's-how's that going?",reflection,2
"Great. And, do you have an idea about what you might want to study or?",question,0
"Mm-hmm. So, there's this external pressure coming from the people you care about to sort of stay in the scene.",reflection,2
Do you feel like you have any reasons to kind of bring your alcohol use down within the limits?,question,0
"Mm-hmm. And those friends that were not hanging around with you, did they come back?",question,0
"Okay. So, what did you say to Donna?",question,0
"Those are some really good ideas and good starting points. So thinking about it like that, what-- Where are you now? What's your-- What-what-- Where-where is your thinking now?",question,0
"So that's something that will motivate you to not do what you did, not commit that crime, and, um, 'cause you do not like when we stop by?",question,0
"Okay. Um, and do you understand then the con-consequences of-of what that would be?",question,0
"Oh, you must be a doctor.",other,3
"Then, can I write you a prescription for the medication? Can we talk about how you could use it? Because this is something that-that's very important. Not just for your overall physical health, for your oral health--",therapist_input,1
"Yeah. That's-- that-- it's-it's really big unknown territory. Pressure High School class is probably 1,000 kids.",reflection,2
"So if you were to-to list all of the different things that people around you are saying that you need to work on or you need to change, what would some of those things be? And, Sal, just because we write them down here, it doesn't mean that you have to change them.",question,0
"Okay. Um, so is that something that you'd like us to help you with?",question,0
You know that.,other,3
It's gonna keep happening that you have to turn down opportunities.,reflection,2
Is that- is that about-,reflection,2
"Mm, so it feels like you always seemed singled out and, um, end up being unlucky.",reflection,2
"Okay, great. Um, do you drink alcohol, including beer or wine?",question,0
"Hmm. Hmm. Yeah, part of the culture.",reflection,2
"Okay. Well, it sounds like you have a goal of not using marijuana once basketball starts. How long do you think you could not use?",therapist_input,1
"Yeah. It kinda messes up that dream, that picture?",question,0
"Uh, tell me-",question,0
All right. Great. Have a good day.,other,3
"Okay. So about eight cigarettes. So over the course of a day, just under half a pack?",reflection,2
"So this morning, that experience, it really brought home how she does watch you, and she does really look up to you and notice what you do. How did that feel when you looked up and saw her watching you?",reflection,2
What brings you in?,question,0
"Yeah, so wha-what would-- What do you think it would do to the relationship of you not drinking but still being with the-these folks-- These friends?",question,0
"Yeah, it is. It's some damage to the roof of your mouth that happens from tobacco smoking and so I'm wondering if you can tell me a little bit how-- about how tobacco fits in your life right now.",question,0
"So, it helps you, kind of, loosen up, feel more relaxed.",reflection,2
His words indicate that he does or he doesn't? You're not sure? I'm not sure about that part either?,question,0
"I guess I also wonder whether, regardless of-of if your asthma symptoms are connected to Oscar, that may be part of you feels like it's worth it because he's been-",reflection,2
"Do you use any tobacco products, or smoke cigarettes?",question,0
"Mm. So it felt like she bossed you around, didn't really listen to you.",reflection,2
"So it's, uh, so when you were talking about like nagging on, tell me a little bit more about, can you give me an example of what you mean?",question,0
"Okay, so for now you know that it makes you feel good.",reflection,2
I'm-I'm sorry. I didn't mean to assume that-,other,3
"Oh, fun.",other,3
"Yeah. So the physical therapy is can- you can kind of still see that it's helping you to build your strength, which-",question,0
"Okay. So what do you think you're gonna need to do to show her and others, uh, to convince them that you are serious?",question,0
"Yeah, I'm the pharmacist on duty. Citalopram, okay. It's an antidepressant and it comes in 10, 20, and 40-milligram strengths. It's excreted in the urine and it has a half-life of about 35 hours. For side effects, there are sexual side effects, heart side effects, and stomach side effects.",therapist_input,1
"There's really no such thing as not drinking too much. I mean, anything that's drinking when you're underage is drinking too much, you know. Like, think about it, think about all the things that can happen to you.",therapist_input,1
"Okay. So, you're concerned about the consequences, and you really care about your baby, and you want to give your baby the best start you can.",reflection,2
".Okay, mm-hmm. Well, I'm wondering then if it's okay with you and-and I have a form that we can use if you'd like, um, just to put out some different ideas on an agenda that we could share as we're working together so that I-I can support you to be successful in getting this behind you. Would-would this feel like a natural time to-to move towards figuring out where we might go together?",question,0
"Okay. Uh, thanks for filling this out. Uh, looks like you use alcohol two to three days a week?",reflection,2
Okay. So you're keeping out of trouble.,reflection,2
"Okay, um, would you mind if I talk to you, if-if I- if I gave you a little bit of information about the muscle weakness, and you tell me what you think?",question,0
"Great. So, you wrote here that you've used alcohol in the last year on at least eight days?",question,0
-maybe got from your parents or something of the sort.,reflection,2
"And again, thanks for your honesty in talking about this. I appreciate that this is a- this is a tough topic. This is a-a hard behavior to think about giving up. Um, I guess one thing that- one thing that doesn't make sense to me is that, you know, on the one hand, you talk about how being a good parent is your highest priority, it's really important to you to set a good example for your daughter-",reflection,2
"Well, you know, I-I understand that pain is hard to work through but a lot of time when you're having rehab after a stroke, that pain is telling you that your muscles and joints are starting to work again. So you can kind of think of it as a positive way to, you know, know that your-your body's getting back to normal.",therapist_input,1
"Well, I want to thank you for coming in today to see me. Um, I do understand from talking with your counselor that you've got quite a bit on your plate, you've got a lot going on. Can you tell me a little bit about that?",therapist_input,1
"Okay. And, how confident are you that you could make a change if you decide you wanted to on that same scale?",question,0
"Okay, so, yeah, just another reason why you probably need to just quit then. Um, okay, yeah. I-- Okay, so, like I said, I'm gonna right down here that you've decided to quit and, um, uh, you know, I'm gonna be meeting with you again probably in the next semester sometime, so we can kinda check-in and-and make sure that, you know, that's still going well-",therapist_input,1
-social circles. Okay.,reflection,2
"Good. Here, take a look, see what you think. And that feeling-",other,3
So let's talk about how we can organize a-a meeting with them.,therapist_input,1
"So you want nicotine replacement, but you don't wanna quit smoking?",reflection,2
-like that?,question,0
"'Cause they can do that. They can- they can kinda give you some, uh, information like, uh, um-- they can give some accurate information, um, and back up your story versus the other person's story.",question,0
Okay. Kind of socializing?,reflection,2
"On a scale of 1 to 10, how confident are you that you'll be able to follow through with that plan with 10 being very confident?",question,0
Any other reasons?,question,0
Here in Christchurch?,question,0
"But, yeah, I-I see what-what you're saying, for sure. Um, there-there's those friends that they drink but they don't drink that much, I heard you saying.",reflection,2
It doesn't matter. So what- what ideas do you have about what might be most helpful for you in quitting smoking?,question,0
"Okay. All right. So-so back together, things are starting to get tense at home, and your relationship a little bit?",reflection,2
Okay. So Donna at the moment who kind of being there is like a strength?,reflection,2
"Well, you can sign right there. Seems like you're not in the mood to talk today.",reflection,2
And how many servings of fruits and vegetables on average per day would you have?,question,0
"So, what is it you'd spend your average day doing now?",question,0
Okay. So maybe visiting a gym and then also choosing a non-gym activity to sort of get started when the weather's permitting.,reflection,2
"No, it is something that there's a couple of different of, uh, you know, a couple of different products out there, but it-it does- it can really help, uh, and-and it kind of gives- might give you this sense of security that you have at your fingertips.",therapist_input,1
"Um, obviously, you shouldn't be drinking at all. Um, what do you think about that?",question,0
Okay. Can you give me an example of a-a recent situation? Maybe we can focus on that.,question,0
Why do you think it makes you so hesitant to call?,question,0
"So all of these things put together feel like right now at this point in life, that it is really healthy change for you, like where you are right now.",reflection,2
"Is this- is this with, uh, with the drug?",question,0
"Okay, and-and what if they won't?",question,0
"Yeah? So, what sort of things has it helped with?",question,0
"Sure. And back to that scale, you mentioned, you said you were a two. What do you think it would take to move you up to a four or five?",question,0
So what's been going on?,question,0
"Mm-hmm. Tell me more about that, what makes you say, ""I have to take that path""? What makes you feel like you need that?",question,0
- what you're gonna take-,other,3
"So, I would strongly recommend that you have the patch. I'll talk to you about how to use that and that we have another product that I leave you to use as when any of those feelings of irritation are coming up, particularly in that first week.",therapist_input,1
That sounds awful. What do you do when that happens?,question,0
"You know what I mean? It's pretty cool, not everybody can do that, so. So you could kind of put yourself ahead, uh, it's almost like watching a movie ahead-",reflection,2
"Mm-hmm. When you're hanging out, is there ever alcohol?",question,0
"So, why are you at a four and not even a lower number? Why are you not like a zero or a one?",question,0
"Okay. So that's an improvement. So you're headed in the right direction. I do wanna let you know that with 18 drinks a week, you're still falling above this low-level risk category, and that it would be my recommendation that at some point you would fall below into this 14 or less a week. But it's an improvement, and it's a great place to start, and I really commend you for your willingness to take a look at this and try to make some improvements.",therapist_input,1
"Uh-huh. So, I mean, do you think it's the thing to do if you wanna be an attorney?",question,0
"Um, you know, you could maybe swap a meal for child care. What do you think of a idea like that?",therapist_input,1
And you showed up today to take care of your migraines.,reflection,2
"It's just tweaking things. Just fine-tuning a few areas and being a bit more aw-aware of one aspect of your life a bit more, like the food choices or whatever. Well, Mike, I-I've really enjoyed listening to your perspective, and your story a little bit, and it's helped me a lot to get an idea about where you're coming from, and a little bit about who you are, and what's happened in your past. And-and we've also talked a bit about what's going to happen next. And you've come up with some great ideas. What I hear you saying is that, you know, before all this, before you met the GP, things are going fine.Well, as you would of-- As, you know, as you'd seen it, you were just doing your thing, and getting on working, and being busy, and being successful, and then suddenly this diagnosis, this doctor tells you that you've got a problem.",reflection,2
"Yeah, clearly, you made a decision because you didn't want to stand out in some way I'm guessing. So, let's-let's talk more about that. Tell me where would you like to take this?",reflection,2
"-the rise in your blood pressure is concerning to me, so I'd like to gather a bit more information about your lifestyle.",therapist_input,1
-check this out? What do you think?,question,0
We definitely can cover that again on our next meeting. Thank you for coming to see me.,reflection,2
"Thank you for coming in today, Katie. I'm looking forward to getting to know you, and maybe just wanna start off with just sharing a little bit about you and what brought you in today?",question,0
Hmm. Hmm.,other,3
"She wants him. So which him does she want, Daryl?",question,0
"Mm. Makes it harder? Yeah. Well, it can make it harder to keep a job, aye?",question,0
So rather than--,other,3
-not smoke?,reflection,2
"Yeah, yeah. So, in terms of their behavior, like how did your behavior sort of match with their behavior? Are they much the same as you, are they different than you?",question,0
"-calling and you hanging out with you, and stuff like that, rather than pretending to be a friend-",reflection,2
"I'm trying to understand you so far, something's concerning you and something's concerning your friends-",reflection,2
-you want to make.,reflection,2
"Okay. So after you've had the quit date, what do you think you might do when it it's the first day at work and it's time to go home if you're not gonna have a cigarette?",question,0
All right. Thanks so much.,other,3
"So-so, what would be really helpful maybe because I might miss it, you know, so, like, could you tell me? It would be really helpful if—",question,0
What's to lose? What's to gain?,question,0
I could see you again in a month. Would that work out for you?,question,0
"Yeah. And I guess I wonder-- Uh, it sounds as though you've-you've dropped doing those things because you felt you couldn't do them, but I wonder if, in a funny way, what's happened is the fact that you're not doing those pleasurable things now, has kind of fed into you feeling-",reflection,2
"Okay, mild schizophrenia is fine. Good. Okay, so-",reflection,2
"And-and what happens when you don't leave it be, what usually happens?",question,0
"So, they're important to you?",question,0
"Yeah, and so it sounds like you've noticed that the more stressed you're feeling, the more you're drinking.",reflection,2
"You're choosing to really damage your mouth and actually, it can cause problems with your teeth too. I don't know if you notice your teeth might be getting yellower than they were before. That's another side effect. There are a lot of really negative things that go along with any tobacco use, whether it's cigarettes, cigars, dip, chew, snuffs, snus, hookah, any of it. This is a really important decision that you're making and you said it's your choice, but you're really choosing to make yourself sick and potentially die.",therapist_input,1
-some of the things that have-,other,3
"Oh, so, the-the-the mailbox, where did that come in? That was the-",question,0
Your freedom?,question,0
So are there other things you do in the evening to relax?,question,0
"What would you really like to happen in terms of, uh, you and your children?",question,0
Mm-hmm. Okay. So I'm wondering how much of what you do on Fridays you tell Donna.,question,0
"Um, we were talking a little bit earlier, and you said you wanted to talk about exercising.",reflection,2
Mm. So smoking pot with your peers to try to fit in more but it doesn't seem to be making you feel more comfortable with your friends.,reflection,2
Every time.,therapist_input,1
"Well, you know that he's not physically available-",reflection,2
"And your parents are a support for you and support you from giving up the drinking, the alcohol use, that's something that they would support-",reflection,2
"You haven't noticed it. So it's a progressive, you know, you've just seen this, as-as you got older, things have slowed down. You know those activities you used to do, but that's kind of like what happens.",reflection,2
"All right, so if you were in a good job-",reflection,2
"Hmm. Yeah, yeah.",other,3
Some guilt?,question,0
"Well, you filled out this survey for us today, which was great. Thank you very much. I just wanted to review a couple of things on here. I noticed that you said that you drink two to three times a week, drink three or four drinks at a time when you do drink, and weekly, um, have more drinks than that. So six or more drinks, it says on here.",reflection,2
-we're looking for here. Yeah.,reflection,2
"And it sounds like you-you've got some solid information already that alcohol, you know, has been safe to-to have during pregnancy. Tell me about that information that you've-you've explored.",reflection,2
Mm. Okay. So- so like before you get to here where you got this dream and there's some things that need to happen before that.,reflection,2
"There's no reason why you shouldn't be able to quit, this is really important.",other,3
Good. Why don't you fill me in on what's been going on since I saw you last?,question,0
"That's why I recommend that all my adolescent patients not drink at all. So if you were thinking today about how ready you feel to stop drinking alcohol on a scale of zero to ten, with zero not being ready at all and ten feeling very ready, what number would you pick?",question,0
That's great and is there anything else on the list you felt like it was coming close to some of the other top five that you had or something similar?,question,0
Maybe this is the-,other,3
"So rather than thinking, ""oh, my God, I have to change all these things. I've gotta stop smoking, I've gotta exercise more, I've gotta, you know, start eating more fruit and vegetables,"" you might start with these small changes, and then-",reflection,2
Yeah? [chuckles] Yeah?,other,3
"Okay, great, so you're doing well. What sorts of goals do you have for after college- oh, after high school?",question,0
"So what I'm hearing is that your life, your work, your routines are-- Sometimes you're driving or you've got to keep awake, get up in the morning sometimes and you haven't quite got that buzz or the energy. You need a shot, and then throughout the day you might need just more shots to keep that energy up.",reflection,2
"And at the same time, it's hard to let go of the past, but on the other hand, you're thinking, ""I don't have a choice. I've got to look this way."" Is that kind of what it feels like?",reflection,2
"Okay. So I guess just going back to why you went to the GP and how you've ended up kind of coming here today. So it sounds like you've been experiencing anxiety for quite a few years. Um, but just recently you moved out of home for the first time and, um, and that was what kind of led you to go to the GP. So how did that change things? How were things after you moved out?",reflection,2
"Well, you sound a bit surprised by that. But I'm sure that you've seen some of the material that-that the clinic gave you about asthma symptoms and managing your asthma, and pets are a really big source of problems in that respect.",therapist_input,1
"Well, maybe that's something that we could talk about next time if you- if you want to.",therapist_input,1
"Just so we know we're on the same page, can you repeat back to me how you are going to take this medicine?",question,0
"Okay. Well, we actually consider 20 cigarettes a day to be a significant amount, and in fact, I would then recommend to you that you would start on the highest dose of nicotine replacement.",therapist_input,1
Mm-hmm. She'd be a good mum?,reflection,2
"Union break. Yeah. le-leverage, and you know so it's something else you might know about nicotine is, um is that actually depending on how you smoke it, it can- it can be stimulant when you want it to be a stimulant if you smoke it in short, shallow puffs and then it can be a depressant like after a meal and you take longer inhalations, and it really tends to act on your central nervous system as a depressant. So it kind of does whatever you want at any given moment and yet there is this price that you pay",therapist_input,1
"Okay, so part of this, what's going on is you also getting bored?",reflection,2
"Some good things I'm- some things I'm good at and there are some other aspects we think, ""Well--""",reflection,2
It'll-it'll take a good usually 10 years off your life minimum.,therapist_input,1
"Okay. So you don't feel very comfortable with somebody telling you what you should be consuming, what kind of alcohol, and how much alcohol you should be consuming. And, um, it sounds like you've been getting some mixed messages, your doctor's saying there's no safe amount of alcohol you can drink, and asked you to come and see me. And then also, you've been checking- sounds like you've been checking things out a little bit.",reflection,2
Yeah. You were made to say you're lucky.,reflection,2
"Yeah, it sounds like you'd be willing to do whatever you can to try to prevent that from happening.",reflection,2
Okay. But you feel that you feel good?,question,0
"So, when you think about what you like and not like about your drinking, where do you wanna go from here? What would you like to change about your drinking?",question,0
"-um, element of it. What seems like a logical next step based on-- You've kind of already gotten the ball rolling. What feels like a logical next step?",question,0
- unhappy with the way that-that your life is at the moment. And-and I guess I wonder whether that can then make your symptoms worse for you.,reflection,2
Just enough for your own use?,question,0
Yeah. You kind of want to avoid that. Yeah. Have those other feelings that could come up and if you don't have.,reflection,2
That's really a big problem.,other,3
"Um, you run a business, and you've got a lot to do.",reflection,2
"Yeah. Yeah, and you also mentioned that you've actually made the appointment that you have to take this exam.",reflection,2
"Okay-okay, so the fact we're even having a conversation about it, it's kind of interesting?",reflection,2
"Okay, great. It looks like, um, the way you filled out the alcohol form puts you into our, uh, third zone of drinking. Can you- can you tell me a little bit about your drinking habits, where you drink, what do you like to drink?",question,0
"Yeah, exactly. Exactly. It's up to you, just a couple of minutes.",other,3
"It's not easy to be in that world and also having that constant reminder that the baby is coming and this baby is saying, ""I want this better life,"" and you want to give the baby a better life too. Who can support you, do you think when-when you look around who's in your circle right now, who do you think can support you in moving towards path B?",question,0
"Mm-hmm, yeah it would, I-I-I think that would, uh, go a long way toward reducing those risks.",therapist_input,1
"Hi, Scott.",other,3
Sure. And it sounds like you're trying not to smoke around him. Why did you make that decision?,reflection,2
"Right-right. So, um, I'll just ask you a couple of questions, um, if you don't mind about-about your drinking. And-and your-- So, um, you said the couple was two weeks ago was the last time you drank?",question,0
Yes. I think so.,other,3
"-and, um, you're, like, real good with, uh, hands-on stuff, but the stuff around the manuals, and the assignments, and those sorts of things, um, don't feel so good. What-what do you think we need to do around helping you with that?",question,0
Five.,reflection,2
"Actually, I'm not going to do that because you're the boss. It's up to you what you want to do with you about your own health.",therapist_input,1
Things are looking pretty good.,reflection,2
"But it might be helpful if you- if you quit or it's, you know, it did if you were gonna decrease or whatever, to see how much better you're doing with the ball going up and your lung capacity increasing, is it?",therapist_input,1
So I understand that you were referred to me by your GP because you've been experiencing some anxiety difficulties.,other,3
"Okay, great. See you next time.",therapist_input,1
"Yeah. Hmm, that might be a start.",therapist_input,1
"So, offending gets in the way of the life that you're starting to lead?",reflection,2
"So what I would recommend then, is to move your smoking outside completely. As a smoker, the ideal situation for a smoker in the house is if their home can be made smoke-free and the smoking is moved entirely outside, especially while he's experiencing this cold.",therapist_input,1
"Right, yeah, but with cigarettes, there is a sharing. You don't see that with any other drugs?",reflection,2
That worries you?,reflection,2
"Okay. And that's a very good reason for being here. Um, can you talk to me about maybe some of your-- the goals that you have?",question,0
"Okay. What about at these parties you're going to, are there other kids there who are drinking a lot?",question,0
"Yeah and I-- Yeah, you really-- You're already like, you're taking a look at this and sure don't need me like-- Obviously, you don't want to be doing that in the first place, but—",reflection,2
"Yeah. Where have you got to with the forms? I mean, we talked about that quite a lot last time.",question,0
-friends outside of band or?,question,0
"Yeah. Well, and then you get the kind of, I don't know if it felt like a green light or a yellow, it went from red to cautionary, you could see your kids, and that was something that was really what you were working for.",reflection,2
"-surrounding that, will that be okay?",question,0
"So, it sure can.",therapist_input,1
And you want them to support you.,reflection,2
Okay. How often?,question,0
"Um, so, when you're sort of looking ahead, how often do you think you might be drinking, say, when you get to college?",question,0
"It sounds like you have-- You've thought about this, and you're-you're willing to put some things in place, the-the wallet, um, money in the wallet and-and for the taxi-",reflection,2
And your girlfriend's important to you-,reflection,2
"Mm. So how much does the kind of, uh, current lifestyle rob you of that, you know, take away from that dream?",question,0
"Hi, Mary, how was your day?",question,0
And they-- I would suspect they'd be less sales pitch-oriented than a private gym. So it might be a safe place to explore first-,therapist_input,1
"Okay. Um, do you feel pretty confident that you could just stop completely?",question,0
"Yeah, a steep, you see before you had a mate who turned his back on offending.",reflection,2
Which you weren't aware of in Palmerston?,question,0
"Yeah, I could see that. Um, may I ask, are you also a single mom?",question,0
Mm-hmm. Finger comes out.,reflection,2
Cool. And do you have a lot of friends who are in band with you or-,question,0
What about it seems overwhelming?,question,0
Anything-anything else?,question,0
"Um, well the good news is that the exam's over and I don't think Jake has pneumonia. What I actually think he has is a cold. So there are some things you could do to manage his symptoms. Would you be interested in knowing?",question,0
"And then, um, you know, people get in fights more often when they've been drinking too. Um, also, you know, there have been a lot of kids, even at this school, who've gotten in trouble because they were drinking and someone took pictures with their cell phone and put it up on Facebook-",therapist_input,1
"It's for your dyslipidemia. Oh, and you should take one every day. Do you have any questions for me?",therapist_input,1
"Well, if we take a look at the low-risk-alcohol drinking guidelines, what it says is for women, um, the safe limits are 10 drinks a week for women and 2 drinks a day. And that's if a woman isn't pregnant. And when it says in the guidelines, as far as drinking, uh, throughout pregnancy, there is no safe amount to drink during pregnancy. So really zero alcohol is, um, the woman should not be drinking any at all. And I'm just wondering what-what are your thoughts on that?",therapist_input,1
How would you define drinking too much?,question,0
"Oh. Oh, okay. So, Um, around that, um, do you ever feel-- You feel bad or-or sick when you're-- Right now, is there something--",question,0
"You've taken time off you, it's costing you time and money being here.",reflection,2
"Yeah. So, uh, how often do you think you'll be needing that plan in the--",question,0
"Okay. All right, so what-what do you need to do, Billy, to actually get to that point where you can fill out a form and post it off?",question,0
"Okay, good. So we can go over your laboratory results at that time, as well as review your plan. Now, would you like some information on smoking cessation?",question,0
"Hmm, yeah. It's really special when you find someone who can be both a friend and girlfriend, eh.",therapist_input,1
-and then also trying to participate in activities without drinking yourself or maybe even drinking less than you're drinking.,reflection,2
"No. So what would convince you to-to make that shift? 'Cause I hear a lot of kind of-- And in this hard, like, y-you've done time and then once you've got a record, the employers- you know, we know, I know that. That's-that's not easy. You can't just wonder into a job, a high-paying job and go, ""Pick me, pick me, pick me."" I know that.",question,0
Does that sound okay?,other,3
I'd be very happy to do that.,therapist_input,1
"Okay, so they-they kinda know how to hook you.",reflection,2
-drinking and your friends are-,other,3
"You did your values clarification handout, and that was part of what I wanted to go over with you today. I wanted to hear about your values and just talk to you a little bit more about that. Do-do you wanna tell me what some of your top five values are?",question,0
Mm-hmm.,other,3
"Hi, Sandra.",other,3
"It-it-it-- Yeah. It may not- it may not when she uses the chronic inhaler, uh, but you'll need to keep an eye on that. Obviously, it would be- what would be best if it didn't get on your clothes, or you quit smoking.",therapist_input,1
Yeah. Tell me more about your weight concerns. When did you start feeling dissatisfied with your body?,question,0
Absolutely.,other,3
"Okay. And so he's a truck driver and you are an aspiring social worker, and you have a son who you want to give a really great life to, and you feel that you and your boyfriend are in different, going in different directions-",reflection,2
"And everyone, most people are using.",other,3
"Okay. So on a scale of 0 to 10, 0 being not ready at all to do that and 10 being very ready, where would you lie on that scale?",question,0
What gym do you belong to?,question,0
Correct. Yeah.,therapist_input,1
-to your meals and snacks.,other,3
"Okay. [laughs] And-and-and, uh, if you wanted to maybe even, you know, a little drinking and weed in there 'cause it's also very kind. [crosstalk]",other,3
"So, it sounds like, um, you can see that you're making some progress in physical therapy-",reflection,2
"Okay. So, what other things have you've been open to at other times in your life when you've been open to-to new ideas and being able to talk about stuff, that may be tough to talk about?",question,0
Yeah. And it really is your choice. You're absolutely right-,therapist_input,1
"I don't know. I think it's up to you where we start, and that's the question I've got in my mind. You've mentioned a couple of things that you've already made some effort, or been conscious of. You've mentioned the diet, you've mentioned your smoking, those are two quite important aspects that we often talk about here in how people work.",reflection,2
"So it's almost like you want your mom to make it say that this is for you. It's not because your mom's making you get up like you want your mom to remind you, ""Hey, remember, this is something that you want for yourself is to be in time for first-hour class"".",reflection,2
So would that be something--,question,0
"There, um, what brings you in today?",question,0
So tell me how you've been managing. 'Cause I don't know if you'd been back dealing? How have you been managing to-to-to—,question,0
"-as well as your teeth. So, we can see some recession that's gonna start to happen-",therapist_input,1
"Yeah, looking ahead, you can't keep drinking this way and reach the goals that you have for yourself.",reflection,2
"Uh, again, if you get to the point sometime down the road where you're willing to quit for both you and her, uh, we'd be glad to help you do that. Because you're right it is- it's not an easy thing to do.",therapist_input,1
Nice to meet you.,other,3
What-what might be some benefits of following through with that goal?,question,0
Where do you keep it?,question,0
"Okay, and why'd you say 8 or 9 rather than even like 5 or 6?",question,0
"So, tell me a little bit about what you don't like about- what you've noticed about it?",question,0
Does he drive long distances-,question,0
You don't feel fulfilled.,reflection,2
"Indeed. Let me ask you something, knowing what you know now, how important is it to you to lose the weight by decreasing the amount of juice that you're currently taking in?",question,0
Do you really?,question,0
"Oh, cute. Have you had him a long time?",question,0
"Um, and tell me on a scale from one to 10, how confident are you that you could get a job?",question,0
"Oh, it's a decision whether it's right or wrong-- It's not gonna be-",reflection,2
"Okay, um, and at some other point we can talk about some other things that you may be able to do including diet, changes in your eating habits, it can lower your cholesterol even more.",therapist_input,1
I'm curious. What do you like about drinking alcohol?,question,0
"Sure. I totally appreciate that, and it's your decision, Olivia. You know yourself best and what fits for you. If you ever feel like you like to open up the idea of conversation about family planning or birth control, I'd love to talk to you about that another time.",therapist_input,1
"But, um, anyway, I think you are hanging in there beautifully, and I love hearing that you're involved in swimming and some other things 'cause they must help connect you up with some pretty-- I would hope-",other,3
When would be a great day for you to start this?,question,0
-maybe you could tell me about how that's going?,question,0
It's really changed your focus. What do you like about drinking?,question,0
Okay. So it has been quite a big step and a big change and it sounds like that that was what led you to go to your GP.,reflection,2
"And the fact that you-you seem to be taking quite a lot of them, and I'm wondering whether it's worth, though, sitting and looking at them and-and maybe trying to rationalize them a little bit, and really decide which are helping you, which are doing nothing, and which may actually be making some of your symptoms worse, I guess.",reflection,2
"-um, then we can pursue those things. So it's really just about what brings you joy in terms of how you move your body and I'm just here to help you figure that out.",therapist_input,1
"Mm-hmm. Yeah, it can sometimes.",therapist_input,1
"So, yeah, again-- Um, so have you something in mind that you might like to use to help you through managing the cravings?",question,0
"You have a few concerns about your health, but that's not really the driving force. It sounds like it's most of all that it would be nice if things just went back to the way they were before she quit smoking and that all of this stuff wasn't something that you had to deal with anymore. Does that pretty much sum up--?",reflection,2
Okay. And that your pet has never been mentioned as a concern?,question,0
"Inner harmony was number two, and having that peace of then to allow yourself to help other people or to serve-service.",reflection,2
"So, Liz, what's something that you'd like to change or maybe that you're feeling two ways about right now?",question,0
Mm-hmm. And there was a war going on?,reflection,2
You felt isolated?,question,0
"I'm trying not to be hard on you, Hailey, but I've got to tell you as a position, it's a very big deal. Your drinking and your tobacco use are red flags for me and they need to stop immediately. So we've already talked about your plan for smoking. You're going home. You're throwing out your cigarettes. You're putting on the patches. What's the plan for the alcohol?",therapist_input,1
All right. So why don't we start by you telling me a little bit about yourself?,question,0
"Oh, three days. You know, that's a long time and I felt, you know, that's a pretty long time to go without smoking and I would imagine, I think that's pretty good.",reflection,2
"Uh-huh. Well, that's, I mean, at least you're not doing that, so that's good, but it's still causing a lot of problems. And as I said, I can see that the evidence in the roof of your mouth, you're causing some serious damage, and this needs to stop. Have you thought about quitting?",question,0
"Okay, that's pretty unlikely with sore throat. I think that's so, you know, a little bit of grand staging there.",therapist_input,1
"Okay, okay, so, uh, sounds like you really want to stop drinking, particularly during the weekdays?",reflection,2
-is a big con.,other,3
Right. It sounds as though you're-you're not happy with that.,reflection,2
"Right, so you've hit a plateau in your weight and despite all the things that you're trying to do to increase your activity, it doesn't seem to be working on the scale?",reflection,2
Okay. How about the other side? Have you noticed any not-so-good things about the smoking?,question,0
Right? You knew that. So-,question,0
